Titre,Localisation,Prix,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,ABS,Airbags,CD/MP3/Bluetooth,Caméra de recul,Climatisation,ESP,Jantes aluminium,Limiteur de vitesse,Ordinateur de bord,Radar de recul,Régulateur de vitesse,Sièges cuir,Système de navigation/GPS,Toit ouvrant,Verrouillage centralisé à distance,Vitres électriques
Fiat 500 X Essence Automatique 2024 à Casablanca,"Aïn Chock, Casablanca",220 000 DH,2024,Automatique,Essence,0 - 4 999,Fiat,500X,5,WW au Maroc,Non,8 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Peugeot 508 Essence Manuelle 2012 à Rabat,"Yacoub El Mansour, Rabat",83 000 DH,2012,Manuelle,Essence,160 000 - 169 999,Peugeot,508,5,WW au Maroc,Non,9 CV,Bon,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Volkswagen Caddy Diesel Automatique 2008,"M'Hamid, Marrakech",118 000 DH,2008,Automatique,Diesel,200 000 - 249 999,Volkswagen,Caddy,,Dédouanée,,8 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
GLC amg 300,"Hamria, Meknès",670 000 DH,2020,Automatique,Diesel,80 000 - 84 999,Mercedes-Benz,Classe GLC,5,Importée neuve,Non,8 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Citroen C-ELYSEE Diesel Manuelle 2024 à Temara,"Autre secteur, Temara",163 000 DH,2024,Manuelle,Diesel,15 000 - 19 999,Citroen,C-Elysée,5,WW au Maroc,Oui,6 CV,Bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
clio 4,"Centre Ville, Temara",105 000 DH,2017,Manuelle,Diesel,140 000 - 149 999,Renault,Clio,,,,6 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Volvo XC60 Diesel Automatique 2021 à Tanger,"Achennad, Tanger",356 000 DH,2021,Automatique,Diesel,190 000 - 199 999,Volvo,XC60,5,WW au Maroc,Non,8 CV,Bon,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Ford Kuga,"Smaâla, Settat",215 000 DH,2019,Manuelle,Diesel,15 000 - 19 999,Ford,Kuga,5,WW au Maroc,Oui,6 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Dacia sandero,"Marjane 2, Meknès",75 000 DH,2014,Manuelle,Diesel,110 000 - 119 999,Dacia,Sandero,5,,Non,6 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
سيارة دوستر,"Toute la ville, Errachidia",99 000 DH,2017,Manuelle,Diesel,110 000 - 119 999,Dacia,Duster,5,WW au Maroc,Oui,7 CV,Bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Renault Clio Diesel Manuelle 2022 à Casablanca,"Oulfa, Casablanca",142 000 DH,2022,Manuelle,Diesel,100 000 - 109 999,Renault,Clio,5,WW au Maroc,Oui,6 CV,Excellent,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Peugeot 208,"Ain Sebaa, Casablanca",106 000 DH,2019,Manuelle,Diesel,150 000 - 159 999,Peugeot,208,,,Non,6 CV,Très bon,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
bmw x5,"Autre secteur, Casablanca",285 000 DH,2018,Automatique,Diesel,95 000 - 99 999,BMW,X5,5,WW au Maroc,Non,8 CV,Bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Peugeot 208 Modèle 2021,"Route de Ceuta, Tétouan",149 000 DH,2021,Manuelle,Diesel,50 000 - 54 999,Peugeot,208,5,WW au Maroc,Oui,6 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FIAT 500 (boîte automatique),"Autre secteur, Rabat",119 000 DH,2019,Automatique,Essence,80 000 - 84 999,Fiat,500,3,WW au Maroc,Non,7 CV,Très bon,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Mercedes-Benz Classe C Diesel Automatique 2010,"Mesnana, Tanger",155 000 DH,2010,Automatique,Diesel,200 000 - 249 999,Mercedes-Benz,Classe C,5,Dédouanée,Non,8 CV,Très bon,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
audi a5 diesel,"Bir Rami, Kénitra",270 000 DH,2017,Automatique,Diesel,130 000 - 139 999,Audi,A5,5,WW au Maroc,Non,8 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Renault Clio Diesel,"Zemmouri, Tanger",137 000 DH,2021,Manuelle,Diesel,130 000 - 139 999,Renault,Clio,5,WW au Maroc,Non,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Toyota yaris 1 ère main 2018,"Massira 1, Marrakech",108 000 DH,2019,Manuelle,Essence,140 000 - 149 999,Toyota,Yaris,5,WW au Maroc,Oui,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
ford kuga,"Hay Mohammadi, Casablanca",299 000 DH,2021,Automatique,Diesel,95 000 - 99 999,Ford,Kuga,5,WW au Maroc,Oui,8 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BMW X5 ded 2010,"Ahlane, Tanger",48 000 DH,2006,Automatique,Diesel,300 000 - 349 999,BMW,X5,5,Dédouanée,Non,11 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
jeeb renegade 2021 auto,"Hay Charaf, Marrakech",198 000 DH,2021,Automatique,Diesel,160 000 - 169 999,Jeep,Renegade,5,WW au Maroc,,6 CV,Excellent,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
BMW X3 Automatique 2019 a Casablanca,"Autre secteur, Casablanca",395 000 DH,2019,Automatique,Diesel,110 000 - 119 999,BMW,X3,5,WW au Maroc,Non,8 CV,Bon,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Opel Astra Diesel Manuelle 2010 à Temara,"Massira 1, Temara",90 000 DH,2010,Manuelle,Diesel,200 000 - 249 999,Opel,Astra,5,,,7 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dacia,"Beni Makada Lakdima, Tanger",147 000 DH,2022,Manuelle,Diesel,5 000 - 9 999,Dacia,Logan,5,WW au Maroc,Oui,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
toyota rav4,"Drissia, Tanger",80 000 DH,2007,Manuelle,Diesel,400 000 - 449 999,Toyota,RAV 4,5,WW au Maroc,Non,9 CV,Excellent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Renault Clio Diesel,"Zemmouri, Tanger",137 000 DH,2021,Manuelle,Diesel,130 000 - 139 999,Renault,Clio,5,WW au Maroc,Non,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Toyota yaris 1 ère main 2018,"Massira 1, Marrakech",108 000 DH,2019,Manuelle,Essence,140 000 - 149 999,Toyota,Yaris,5,WW au Maroc,Oui,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
ford kuga,"Hay Mohammadi, Casablanca",299 000 DH,2021,Automatique,Diesel,95 000 - 99 999,Ford,Kuga,5,WW au Maroc,Oui,8 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BMW X5 ded 2010,"Ahlane, Tanger",48 000 DH,2006,Automatique,Diesel,300 000 - 349 999,BMW,X5,5,Dédouanée,Non,11 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
jeeb renegade 2021 auto,"Hay Charaf, Marrakech",198 000 DH,2021,Automatique,Diesel,160 000 - 169 999,Jeep,Renegade,5,WW au Maroc,,6 CV,Excellent,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
BMW X3 Automatique 2019 a Casablanca,"Autre secteur, Casablanca",395 000 DH,2019,Automatique,Diesel,110 000 - 119 999,BMW,X3,5,WW au Maroc,Non,8 CV,Bon,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Opel Astra Diesel Manuelle 2010 à Temara,"Massira 1, Temara",90 000 DH,2010,Manuelle,Diesel,200 000 - 249 999,Opel,Astra,5,,,7 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dacia,"Beni Makada Lakdima, Tanger",147 000 DH,2022,Manuelle,Diesel,5 000 - 9 999,Dacia,Logan,5,WW au Maroc,Oui,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
toyota rav4,"Drissia, Tanger",80 000 DH,2007,Manuelle,Diesel,400 000 - 449 999,Toyota,RAV 4,5,WW au Maroc,Non,9 CV,Excellent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
dacia duster,"Centre, El Jadida",165 000 DH,2020,Manuelle,Diesel,120 000 - 129 999,Dacia,Duster,5,WW au Maroc,Oui,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Renault Megane Diesel Manuelle 2004 à Settat,"Smaâla, Settat",67 000 DH,2004,Manuelle,Diesel,100 000 - 109 999,Renault,Megane,5,Dédouanée,Oui,7 CV,Très bon,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
renault,"Hay Rahma, Salé",112 000 DH,2012,Manuelle,Diesel,140 000 - 149 999,Renault,Kangoo,5,WW au Maroc,Non,6 CV,Très bon,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
داصيا لوجان بنزين يدوي 2009 في الجديدة,"Centre, El Jadida",45 000 DH,2009,Manuelle,Essence,250 000 - 299 999,Dacia,Logan,5,,Non,8 CV,Correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Land Rover Range Rover Sport Diesel Automatique,"Maarif, Casablanca",330 000 DH,2014,Automatique,Diesel,110 000 - 119 999,Land Rover,Range Rover Sport,5,WW au Maroc,Non,12 CV,Excellent,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Renault Express,"Centre Ville, Casablanca",168 000 DH,2023,Manuelle,Diesel,100 000 - 109 999,Renault,Express,5,WW au Maroc,Oui,6 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Peugeot 205,"Ahlane, Tanger",27 000 DH,1987,Manuelle,Diesel,300 000 - 349 999,Peugeot,205,5,Dédouanée,Non,7 CV,Très bon,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Kia seltos Automatique,"Hay el Fath, Rabat",225 000 DH,2022,Automatique,Diesel,80 000 - 84 999,Kia,Seltos,5,WW au Maroc,Non,7 CV,Excellent,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
BMW Série 7 pack M particulier expertisée,"Ain Sebaa, Casablanca",515 000 DH,2019,Automatique,Diesel,250 000 - 299 999,BMW,Série 7,5,WW au Maroc,Oui,12 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Renault Express Diesel Manuelle 2021 à Tanger,"Administratif, Tanger",174 000 DH,2021,Manuelle,Diesel,35 000 - 39 999,Renault,Express,5,WW au Maroc,Oui,7 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
AUDI A4 Diesel Automatique 2024 à Casablanca,"Autre secteur, Casablanca",418 000 DH,2024,Automatique,Diesel,160 000 - 169 999,Audi,A4,5,WW au Maroc,Oui,8 CV,Bon,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
DACIA LODGY DIESEL MANUELLE  2022 à Casablanca,"Ain Sebaa, Casablanca",178 000 DH,2022,Manuelle,Diesel,45 000 - 49 999,Dacia,Lodgy,5,WW au Maroc,Non,6 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PEUGEOT 208 DIESEL Automatique 2021 a sidi maarouf,"Sidi Maarouf, Casablanca",149 000 DH,2021,Manuelle,Diesel,110 000 - 119 999,Peugeot,208,5,WW au Maroc,Non,6 CV,Excellent,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Audi 2015 dédouaner 2019 diesel,"Sidi Othmane, Casablanca",165 000 DH,2015,Manuelle,Diesel,110 000 - 119 999,Audi,A3,5,Dédouanée,Oui,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Renault Megane Diesel Manuelle 2001 à Mohammedia,"El Alia, Mohammedia",46 000 DH,2001,Manuelle,Diesel,200 000 - 249 999,Renault,Megane,5,,Non,7 CV,Très bon,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Renault Megane Diesel Manuelle 2001 à Mohammedia,"El Alia, Mohammedia",46 000 DH,2001,Manuelle,Diesel,200 000 - 249 999,Renault,Megane,5,,Non,7 CV,Très bon,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Renault Megane Diesel Manuelle 2001 à Mohammedia,"El Alia, Mohammedia",46 000 DH,2001,Manuelle,Diesel,200 000 - 249 999,Renault,Megane,5,,Non,7 CV,Très bon,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Ford fiesta diesel,"2 Mars, Casablanca",100 000 DH,2017,Manuelle,Diesel,120 000 - 129 999,Ford,Fiesta,5,WW au Maroc,Non,6 CV,Très bon,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Toyota Yaris Diesel Manuelle 2016 à Casablanca,"Centre Ville, Casablanca",117 000 DH,2016,Manuelle,Diesel,100 000 - 109 999,Toyota,Yaris,5,WW au Maroc,Oui,5 CV,Excellent,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Peugeot 306,"Toute la ville, Khénifra",45 000 DH,1999,Manuelle,Diesel,5 000 - 9 999,Peugeot,306,5,WW au Maroc,Non,7 CV,Très bon,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
FORD FOCUS Ghia 2011,"El Haddada, Kénitra",97 500 DH,2011,Manuelle,Diesel,130 000 - 139 999,Ford,Focus,5,WW au Maroc,Non,7 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
toyota,"Assif, Marrakech",220 000 DH,2021,Automatique,Diesel,160 000 - 169 999,Toyota,Fortuner,,WW au Maroc,Oui,10 CV,Très bon,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
dacia dokker,"Hay Essalam, El Jadida",135 000 DH,2021,Manuelle,Diesel,130 000 - 139 999,Dacia,Dokker,,WW au Maroc,Oui,6 CV,Très bon,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
golf gol,"Toute la ville, El Hajeb",25 000 DH,2005,Manuelle,Essence,30 000 - 34 999,Volkswagen,Gol,5,WW au Maroc,Non,6 CV,Très bon,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dacia logan essence automatique,"2 Mars, Casablanca",129 000 DH,2022,Automatique,Essence,80 000 - 84 999,Dacia,Logan,5,WW au Maroc,Non,6 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
MERCEDES 220 Diesel Automatique 2016 à Casablanca,"Autre secteur, Casablanca",296 000 DH,2016,Automatique,Diesel,120 000 - 129 999,Mercedes-Benz,220,5,Dédouanée,Non,9 CV,Bon,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Tucson automatique,"2 Mars, Casablanca",52 000 DH,2004,Automatique,Diesel,300 000 - 349 999,Hyundai,Tucson,5,WW au Maroc,Non,8 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Fiat 500 diesel,"2 Mars, Casablanca",93 000 DH,2017,Manuelle,Diesel,75 000 - 79 999,Fiat,500,5,WW au Maroc,Non,6 CV,Très bon,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
BMW SERIE 1 Diesel Automatique 2020 à Rabat,"Agdal, Rabat",400 000 DH,2020,Automatique,Diesel,35 000 - 39 999,BMW,Série 1,5,Dédouanée,Oui,8 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Mercedes-Benz Classe CLA Diesel Automatique Casa.,"Autre secteur, Casablanca",475 000 DH,2021,Automatique,Diesel,450 000 - 499 999,Mercedes-Benz,Classe CLA,5,WW au Maroc,Oui,8 CV,Bon,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Peugeot 3008,"Wifak, Temara",207 000 DH,2019,Automatique,Diesel,120 000 - 129 999,Peugeot,3008,5,WW au Maroc,Oui,8 CV,Très bon,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Toyota Yaris Essence Manuelle 2018 à Casablanca,"Centre Ville, Casablanca",118 000 DH,2018,Manuelle,Essence,25 000 - 29 999,Toyota,Yaris,5,WW au Maroc,Oui,6 CV,Très bon,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Clio 5 tt option,"2 Mars, Casablanca",139 000 DH,2021,Manuelle,Diesel,100 000 - 109 999,Renault,Clio,3,WW au Maroc,Non,6 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Renault Megane Diesel Automatique 2022 à Marrakech,"Hay Al Hassani, Marrakech",207 000 DH,2022,Automatique,Diesel,90 000 - 94 999,Renault,Megane,5,WW au Maroc,Oui,6 CV,Très bon,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Touareg diesel,"2 Mars, Casablanca",135 000 DH,2012,Automatique,Diesel,200 000 - 249 999,Volkswagen,Touareg,5,WW au Maroc,Non,12 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Dacia-Duster modèle 2021,"Hamria, Meknès",188 000 DH,2021,Manuelle,Diesel,110 000 - 119 999,Dacia,Duster,5,WW au Maroc,Oui,6 CV,Neuf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Fiat 500 automatique,"Guéliz, Marrakech",108 000 DH,2019,Automatique,Essence,130 000 - 139 999,Fiat,500,3,WW au Maroc,Non,6 CV,Très bon,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Audi A6 Exclusive autoumatique model 2015,"Charf, Tanger",260 000 DH,2015,Automatique,Diesel,170 000 - 179 999,Audi,A6,5,Importée neuve,Oui,9 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Dacia Logan prestige 2021,"Autre secteur, Rabat",134 000 DH,2021,Manuelle,Diesel,110 000 - 119 999,Opel,Grandland,,,,6 CV,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BMW reprise,"Hay el Fath, Rabat",178 000 DH,2013,Automatique,Diesel,250 000 - 299 999,BMW,Série 5,5,WW au Maroc,Non,8 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Fiat 500 essence automatique 2020,"Autre secteur, Rabat",142 000 DH,2020,Automatique,Essence,85 000 - 89 999,Fiat,500,3,WW au Maroc,Oui,6 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Ford Kuga Diesel Automatique 2021 à Casablanca,"Ain Sebaa, Casablanca",280 000 DH,2021,Automatique,Diesel,80 000 - 84 999,Ford,Kuga,5,WW au Maroc,Oui,8 CV,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Audi Q3 Presque neuve,"C.I.L, Casablanca",485 000 DH,2024,Automatique,Diesel,25 000 - 29 999,Audi,Q3,5,WW au Maroc,Oui,8 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Volkswagen Passat essence,"Aïn Chock, Casablanca",39 000 DH,2002,Manuelle,Essence,190 000 - 199 999,Volkswagen,Passat,5,WW au Maroc,Non,11 CV,Excellent,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Audi Q3 sline,"Maarif, Casablanca",600 000 DH,2024,Automatique,Diesel,80 000 - 84 999,Audi,Q3,,,,8 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
